gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Father,25,82,52,20,Yes,Good,Above-7,M,8455eb49-56c5-4ffd-a0ce-7198665e0b7f,Admission,Vandana,PHP,College,Mar-2020,B.Tech-IT,Government College for Girls,Manju,14-01-2020,17-02-2020,19-03-2020,22-04-2020,20-05-2020,11-06-2020,4,7,9,12,10,1,7 days 00:00:00.000000000,17-07-2020,86.04,83.99,7.0,3.5,3.5,4.0,11.0,4.0,4.0,5.5,13.5,5.0,4.0,4.5,13.5,5.0,4.5,4.5,14.0,4.375,4.0,4.625,13.0,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,12,10,20,16,No,Bad,Under-7,L,849f170f-1e90-4880-ba80-796e69634770,Admission,Prasenjit,Angular,Social Media,May-2020,B.Tech-IT,Government College for Girls,Kajal,06-01-2020,14-02-2020,09-03-2020,27-04-2020,10-05-2020,21-06-2020,-4,4,-1,17,0,11,4 days 00:00:00.000000000,14-07-2020,74.23,67.7,5.3,5.0,5.5,5.0,15.5,5.0,5.5,5.5,16.0,4.5,4.0,5.0,13.5,5.0,4.5,5.0,14.5,4.875,4.875,5.125,14.875,No
F,Syria,Syria,MiddleSchool,G-07,A,Biology,S,Mum,80,91,87,72,Yes,Good,Under-7,H,84b1af14-4500-4fd9-82fb-c2768d1622cd,Admission,Vaishali Thakur,Java,Phone,Apr-2020,B.Tech-IT,Indo Global Colleges,Gopal,05-01-2020,14-02-2020,17-03-2020,20-04-2020,17-05-2020,22-06-2020,-5,4,7,10,7,12,6 days 00:00:00.000000000,16-07-2020,92.58,70.56,9.2,5.5,4.0,4.0,13.5,5.5,5.5,4.0,15.0,4.5,5.5,5.5,15.5,5.0,5.0,5.0,15.0,5.125,5.0,4.625,14.75,No
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,80,89,23,68,No,Bad,Under-7,H,85c02889-7f4f-459a-8ab0-8ff2469bcbb2,Admission,Prasenjit,Python,Walk-in,Jan-2020,Diploma in CSE,Indo Global Colleges,Kessavamohane,22-01-2020,15-02-2020,20-03-2020,25-04-2020,20-05-2020,07-06-2020,12,5,10,15,10,-3,8 days 00:00:00.000000000,18-07-2020,69.87,85.34,5.1,4.5,4.0,5.5,14.0,4.0,4.0,5.0,13.0,4.5,5.5,4.0,14.0,5.5,5.5,5.0,16.0,4.625,4.75,4.875,14.25,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Father,9,6,15,85,No,Bad,Above-7,L,85e85b03-bd2b-4fe8-8f9c-73321c537997,Admission,Prasenjit,AIML,Phone,Mar-2020,Diploma in IT,National Institute of Technical Teachers Training & Research,Nirmala,12-01-2020,15-02-2020,19-03-2020,10-04-2020,11-05-2020,12-06-2020,2,5,9,0,1,2,3 days 00:00:00.000000000,13-07-2020,77.87,84.04,5.2,5.5,4.5,4.5,14.5,4.0,5.0,4.0,13.0,4.0,4.0,4.0,12.0,5.5,5.0,5.0,15.5,4.75,4.625,4.375,13.75,No
M,Syria,Syria,lowerlevel,G-02,A,French,F,Father,24,35,18,31,No,Bad,Under-7,M,85f82ce9-7e1c-4958-aa7c-c0b6a0d21aae,Admission,Sandeep,Java,Web Enquiry,Feb-2020,BCA,National Institute of Technical Teachers Training & Research,Manjula,23-01-2020,12-02-2020,24-03-2020,20-04-2020,21-05-2020,18-06-2020,13,2,14,10,11,8,10 days 00:00:00.000000000,20-07-2020,84.28,80.08,6.2,5.5,4.5,5.5,15.5,5.0,5.5,5.0,15.5,5.5,4.0,5.5,15.0,5.0,4.5,4.5,14.0,5.25,4.625,5.125,15.0,No
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,80,97,86,95,Yes,Good,Under-7,M,86154077-2a18-47e8-902e-3322e7c1f398,Admission,Ashita,PHP,College,Jun-2020,M.Tech-IT,"Chandigarh University, Jhanjeri",Lilavati,10-01-2020,19-02-2020,19-03-2020,22-04-2020,14-05-2020,10-06-2020,0,9,9,12,4,0,6 days 00:00:00.000000000,16-07-2020,93.67,82.58,6.5,4.5,5.0,5.0,14.5,4.0,5.0,5.5,14.5,4.0,5.5,4.0,13.5,5.0,5.0,5.5,15.5,4.375,5.125,5.0,14.5,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,F,Father,25,15,12,33,No,Bad,Above-7,L,8785a4e4-099d-40ae-9de4-2cd71c45f7d3,Admission,Sandeep,Digital,Walk-in,Apr-2020,Diploma in IT,Post Graduate Government College,Inderjit,11-01-2020,15-02-2020,08-03-2020,17-04-2020,22-05-2020,21-06-2020,1,5,-2,7,12,11,6 days 00:00:00.000000000,16-07-2020,74.11,78.18,9.1,5.5,4.0,5.0,14.5,4.5,4.0,4.5,13.0,5.5,4.5,4.0,14.0,4.5,5.0,4.5,14.0,5.0,4.375,4.5,13.875,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Father,50,77,14,28,No,Bad,Under-7,M,8793426b-8c15-4346-a863-604501b74a32,Admission,Jaswinder,PHP,College,Jan-2020,M.Tech-CSE,Chandigarh College of Architecture,Nitia,23-01-2020,13-02-2020,07-03-2020,21-04-2020,18-05-2020,12-06-2020,13,3,-3,11,8,2,6 days 00:00:00.000000000,16-07-2020,84.41,76.02,9.3,5.0,5.0,3.5,13.5,4.0,5.5,4.0,13.5,5.0,4.0,4.0,13.0,5.5,5.0,5.5,16.0,4.875,4.875,4.25,14.0,No
F,Jordan,Palestine,lowerlevel,G-02,A,French,F,Mum,80,77,63,83,Yes,Good,Under-7,M,881df715-6cd3-4f07-b176-3e40057809d9,Enquiry,,Angular,College,Mar-2020,M.Tech-IT,Post Graduate Government College,Bala,06-01-2020,20-02-2020,22-03-2020,18-04-2020,12-05-2020,20-06-2020,-4,10,12,8,2,10,6 days 00:00:00.000000000,16-07-2020,70.6,80.68,6.8,4.0,3.5,5.5,13.0,4.5,4.5,4.5,13.5,5.0,4.0,4.0,13.0,5.5,4.5,4.5,14.5,4.75,4.125,4.625,13.5,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,1,0,1,12,No,Bad,Above-7,L,884cfbea-79b6-4bd1-8094-705c16b68bd5,Admission,Prasenjit,AIML,Email,Feb-2020,Diploma in IT,Bhaddal group of Institutes,Jayant,22-01-2020,19-02-2020,16-03-2020,13-04-2020,22-05-2020,16-06-2020,12,9,6,3,12,6,8 days 00:00:00.000000000,18-07-2020,79.14,79.53,8.9,3.5,5.5,5.0,14.0,5.0,5.5,4.5,15.0,5.5,4.5,5.0,15.0,4.5,5.5,5.0,15.0,4.625,5.25,4.875,14.75,No
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,76,81,80,86,No,Good,Under-7,H,88bdc651-fb2f-47df-8a9f-4338ac9933a2,Enquiry,,AIML,Email,Feb-2020,M.Tech-IT,Government College for Girls,Kanta,25-01-2020,19-02-2020,17-03-2020,16-04-2020,13-05-2020,19-06-2020,15,9,7,6,3,9,8 days 00:00:00.000000000,18-07-2020,70.42,73.27,7.4,4.0,4.5,4.0,12.5,5.0,5.5,4.0,14.5,5.5,4.0,4.5,14.0,5.5,4.5,5.5,15.5,5.0,4.625,4.5,14.125,No
M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,11,70,32,29,Yes,Good,Above-7,M,88be56ba-ba86-47a8-9a9e-87676c805bd1,Enquiry,,Android,Phone,Jun-2020,M.Tech-IT,National Institute of Technical Teachers Training & Research,Arun,18-01-2020,20-02-2020,20-03-2020,20-04-2020,21-05-2020,13-06-2020,8,10,10,10,11,3,9 days 00:00:00.000000000,19-07-2020,87.67,68.86,6.5,5.5,4.0,3.5,13.0,4.5,4.5,4.0,13.0,4.0,5.5,4.0,13.5,4.5,5.5,4.5,14.5,4.625,4.875,4.0,13.5,No
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Mum,32,60,58,66,Yes,Good,Above-7,M,895155f8-51b4-4d4f-9cf7-44a818f6bb93,Admission,Ashita,Angular,Web Enquiry,Mar-2020,M.Tech-CSE,Chitkara University,Bhaskar,24-01-2020,19-02-2020,12-03-2020,27-04-2020,21-05-2020,15-06-2020,14,9,2,17,11,5,10 days 00:00:00.000000000,20-07-2020,82.65,74.67,5.3,5.5,3.5,3.5,12.5,5.0,4.5,5.0,14.5,5.0,5.5,4.5,15.0,4.5,5.0,5.5,15.0,5.0,4.625,4.625,14.25,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Father,50,62,13,33,No,Bad,Above-7,L,89c141b2-b82e-4490-9b0b-7c8d51ba9d01,Admission,Bhawna Singh,Java,Walk-in,Jun-2020,BCA,Indo Global Colleges,Gomati,13-01-2020,12-02-2020,19-03-2020,16-04-2020,17-05-2020,06-06-2020,3,2,9,6,7,-4,4 days 00:00:00.000000000,14-07-2020,82.95,75.02,5.5,3.5,3.5,4.5,11.5,5.5,5.0,4.0,14.5,5.0,5.5,5.0,15.5,4.5,5.5,5.0,15.0,4.625,4.875,4.625,14.125,No
M,Egypt,Egypt,lowerlevel,G-04,A,English,S,Mum,19,74,32,17,No,Good,Above-7,L,8a0731eb-88ea-4700-a79d-c25ef7daa92e,Admission,Jaswinder,Angular,Web Enquiry,Apr-2020,M.Tech-ECE,"Chandigarh University, Jhanjeri",Aruna,19-01-2020,08-02-2020,12-03-2020,25-04-2020,14-05-2020,15-06-2020,9,-2,2,15,4,5,6 days 00:00:00.000000000,16-07-2020,69.57,74.52,6.4,4.5,5.0,4.0,13.5,5.5,5.5,4.0,15.0,5.5,4.0,5.0,14.5,5.5,5.5,5.5,16.5,5.25,5.0,4.625,14.875,No
M,KW,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Mum,57,51,46,34,Yes,Good,Under-7,M,8a52f1f8-b66f-4959-82f1-de17fd506e4f,Admission,Vaishali Thakur,Android,College,Jun-2020,M.Tech-CSE,Post Graduate Government College for Girls,Devdas,13-01-2020,08-02-2020,07-03-2020,23-04-2020,13-05-2020,16-06-2020,3,-2,-3,13,3,6,3 days 00:00:00.000000000,13-07-2020,68.72,85.24,5.8,4.0,5.0,5.0,14.0,5.5,4.0,5.5,15.0,4.5,5.5,5.0,15.0,4.5,5.5,5.0,15.0,4.625,5.0,5.125,14.75,No
F,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Father,15,50,24,43,Yes,Bad,Under-7,M,8a66f025-4f6e-4c92-846d-260a1322c27c,Enquiry,,Angular,Phone,Feb-2020,BCA,IIT Ropar,Jeetendra,06-01-2020,17-02-2020,20-03-2020,18-04-2020,13-05-2020,11-06-2020,-4,7,10,8,3,1,4 days 00:00:00.000000000,14-07-2020,79.38,75.77,5.7,5.0,4.0,3.5,12.5,4.0,5.0,5.0,14.0,4.0,4.0,5.5,13.5,4.5,5.5,5.0,15.0,4.375,4.625,4.75,13.75,No
M,Jordan,SaudiArabia,lowerlevel,G-02,B,Arabic,S,Mum,5,0,1,8,No,Good,Above-7,L,8af88ff5-ca68-4e7a-8b64-e42e6437c9f5,Admission,Vaishali Thakur,Python,Email,Apr-2020,B.Tech-CSE,Post Graduate Government College,Arya,12-01-2020,08-02-2020,20-03-2020,24-04-2020,12-05-2020,15-06-2020,2,-2,10,14,2,5,5 days 00:00:00.000000000,15-07-2020,74.35,81.88,7.3,3.5,5.0,4.0,12.5,4.5,5.5,4.0,14.0,5.0,5.0,4.0,14.0,5.0,5.0,5.5,15.5,4.5,5.125,4.375,14.0,No
M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,80,81,71,30,Yes,Good,Under-7,M,8bf87fa9-f7e5-4912-ac2b-fca648945797,Admission,Bhawna Singh,Python,Web Enquiry,May-2020,BCA,Chandigarh College of Engineering and Technology,Ananta,22-01-2020,20-02-2020,12-03-2020,28-04-2020,18-05-2020,14-06-2020,12,10,2,18,8,4,9 days 00:00:00.000000000,19-07-2020,92.46,70.31,7.6,4.0,5.0,3.5,12.5,4.5,5.0,5.5,15.0,4.0,5.5,5.5,15.0,5.0,5.5,4.5,15.0,4.375,5.25,4.75,14.375,No
M,SaudiArabia,SaudiArabia,lowerlevel,G-02,B,IT,F,Father,7,12,5,3,No,Bad,Above-7,M,8c31a8e1-8615-4759-bbcc-51323050c539,Admission,Vandana,Python,Phone,Jun-2020,Diploma in IT,Rayat & Bahra University,Mukesha,09-01-2020,16-02-2020,10-03-2020,17-04-2020,17-05-2020,07-06-2020,-1,6,0,7,7,-3,3 days 00:00:00.000000000,13-07-2020,89.01,83.49,5.5,5.5,5.0,4.0,14.5,4.0,4.5,5.0,13.5,4.0,5.5,5.0,14.5,4.5,5.5,4.5,14.5,4.5,5.125,4.625,14.25,No
F,USA,USA,lowerlevel,G-02,B,French,S,Mum,15,52,83,11,Yes,Bad,Under-7,M,8d20a031-90d2-4e1a-b8d6-df275e7f6929,Admission,Vandana,Python,College,Feb-2020,Diploma in ECE,Guru Gobind Singh College for Women,Kashi,17-01-2020,17-02-2020,23-03-2020,16-04-2020,17-05-2020,17-06-2020,7,7,13,6,7,7,8 days 00:00:00.000000000,18-07-2020,68.6,74.62,5.4,3.5,3.5,5.0,12.0,4.0,5.0,5.5,14.5,5.0,4.0,5.0,14.0,5.0,4.5,5.5,15.0,4.375,4.25,5.25,13.875,No
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,30,10,20,5,No,Bad,Above-7,L,8d6d830b-0efb-4541-8103-05317cdda175,Enquiry,,AIML,Email,May-2020,M.Tech-ECE,Goswami Ganesh Dutta Sanatan Dharma College,Godavari,11-01-2020,19-02-2020,24-03-2020,11-04-2020,09-05-2020,10-06-2020,1,9,14,1,-1,0,4 days 00:00:00.000000000,14-07-2020,94.7,75.02,7.4,3.5,3.5,4.0,11.0,5.0,4.0,5.0,14.0,4.0,4.0,5.5,13.5,5.5,5.5,5.0,16.0,4.5,4.25,4.875,13.625,No
M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,S,Father,99,96,89,84,Yes,Good,Under-7,H,8d6ea462-9dba-4f0c-b264-24cf6b424131,Admission,Sandeep,Mean Stack,College,Jan-2020,MCA,Chandigarh College of Engineering and Technology,Naouman,25-01-2020,15-02-2020,24-03-2020,10-04-2020,19-05-2020,22-06-2020,15,5,14,0,9,12,9 days 00:00:00.000000000,19-07-2020,67.76,81.03,5.9,4.5,3.5,4.5,12.5,4.0,4.5,5.0,13.5,5.5,5.0,4.5,15.0,4.5,5.0,5.0,14.5,4.625,4.5,4.75,13.875,No
M,Palestine,Palestine,MiddleSchool,G-08,A,Geology,F,Father,80,87,74,68,Yes,Good,Under-7,M,8d8df1c3-1a8c-4b69-b846-4f571467e8e1,Admission,Ashita,Java,College,May-2020,M.Tech-ECE,Government College for Girls,Neha,24-01-2020,09-02-2020,26-03-2020,24-04-2020,13-05-2020,20-06-2020,14,-1,16,14,3,10,9 days 00:00:00.000000000,19-07-2020,88.28,79.33,6.1,4.0,4.0,5.5,13.5,5.5,5.5,5.5,16.5,5.0,4.0,5.0,14.0,5.5,5.0,5.5,16.0,5.0,4.625,5.375,15.0,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,77,80,51,80,No,Good,Under-7,M,8e1708ad-fc24-4718-9e6c-f78528ded440,Enquiry,,Mean Stack,Walk-in,Apr-2020,B.Tech-CSE,"Chandigarh University, Jhanjeri",Nagendra,05-01-2020,15-02-2020,20-03-2020,19-04-2020,10-05-2020,09-06-2020,-5,5,10,9,0,-1,3 days 00:00:00.000000000,13-07-2020,66.85,84.64,5.6,4.5,5.5,5.0,15.0,4.5,5.5,4.5,14.5,4.5,4.0,5.0,13.5,4.5,5.5,5.0,15.0,4.5,5.125,4.875,14.5,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,7,5,2,80,Yes,Good,Above-7,L,8e1c0825-3c26-47b4-af2c-43c5ede279b3,Admission,Vandana,Java,Walk-in,May-2020,M.Tech-IT,Chitkara University,Laxman,22-01-2020,08-02-2020,10-03-2020,22-04-2020,15-05-2020,14-06-2020,12,-2,0,12,5,4,5 days 00:00:00.000000000,15-07-2020,88.52,87.85,9.2,5.0,3.5,5.5,14.0,4.0,5.0,4.0,13.0,5.0,5.5,5.0,15.5,5.5,5.0,5.0,15.5,4.875,4.75,4.875,14.5,No
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,F,Mum,8,6,4,22,Yes,Good,Above-7,L,8e754b74-68a2-47b4-8d1a-5453ad63cace,Admission,Vaishali Thakur,AIML,Phone,Mar-2020,B.Tech-CSE,"Chandigarh University, Gharuan",Jagjit,13-01-2020,13-02-2020,12-03-2020,25-04-2020,14-05-2020,17-06-2020,3,3,2,15,4,7,6 days 00:00:00.000000000,16-07-2020,83.38,68.25,9.8,5.5,5.0,3.5,14.0,5.5,5.5,5.0,16.0,4.5,4.0,5.5,14.0,5.5,5.5,5.0,16.0,5.25,5.0,4.75,15.0,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Mum,0,4,8,30,No,Bad,Above-7,L,914a00e1-dd0d-491e-8757-8fac14ab13c0,Admission,Prasenjit,Android,College,Feb-2020,MCA,National Institute of Technical Teachers Training & Research,Mohandas,21-01-2020,13-02-2020,21-03-2020,28-04-2020,13-05-2020,19-06-2020,11,3,11,18,3,9,9 days 00:00:00.000000000,19-07-2020,79.32,75.52,8.0,5.5,4.5,4.0,14.0,5.0,5.0,4.0,14.0,4.5,5.0,4.0,13.5,5.5,5.0,5.5,16.0,5.125,4.875,4.375,14.375,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,81,79,91,85,Yes,Good,Under-7,H,922199ce-b7ec-4360-bc35-f3b704b5fbba,Enquiry,,Python,Phone,Feb-2020,B.Tech-ECE,Bhaddal group of Institutes,Jagannatha,18-01-2020,10-02-2020,09-03-2020,21-04-2020,22-05-2020,12-06-2020,8,0,-1,11,12,2,5 days 00:00:00.000000000,15-07-2020,89.25,71.41,8.9,4.5,4.0,3.5,12.0,5.5,4.5,4.0,14.0,4.0,4.5,5.5,14.0,4.5,5.0,5.5,15.0,4.625,4.5,4.625,13.75,No
F,KW,KuwaIT,MiddleSchool,G-07,A,IT,F,Father,60,60,33,90,No,Bad,Above-7,M,92582551-65a1-48d9-b953-d9582ca4075e,Admission,Vaishali Thakur,Mean Stack,Web Enquiry,Feb-2020,B.Tech-IT,Chitkara University,Mitul,17-01-2020,10-02-2020,23-03-2020,26-04-2020,21-05-2020,21-06-2020,7,0,13,16,11,11,10 days 00:00:00.000000000,20-07-2020,91.19,78.63,7.1,5.0,3.5,5.5,14.0,5.5,4.5,5.0,15.0,5.5,4.5,4.0,14.0,5.0,4.5,5.0,14.5,5.25,4.25,4.875,14.375,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,50,70,50,10,Yes,Good,Above-7,H,9280c8ea-5a8f-493c-a8c2-0b6386574004,Enquiry,,Android,College,May-2020,B.Tech-CSE,Chandigarh College of Architecture,Darshan,05-01-2020,13-02-2020,21-03-2020,18-04-2020,17-05-2020,13-06-2020,-5,3,11,8,7,3,4 days 00:00:00.000000000,14-07-2020,83.38,82.78,8.7,4.0,4.5,5.0,13.5,4.0,4.5,5.0,13.5,5.0,5.0,4.5,14.5,4.5,4.5,5.5,14.5,4.375,4.625,5.0,14.0,No
F,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,25,89,21,13,Yes,Good,Under-7,M,9305f9a2-10c0-4398-845e-b9dd838a9af9,Admission,Jaswinder,Android,Social Media,Mar-2020,MCA,Goswami Ganesh Dutta Sanatan Dharma College,Shraddhâ,14-01-2020,09-02-2020,21-03-2020,21-04-2020,21-05-2020,16-06-2020,4,-1,11,11,11,6,7 days 00:00:00.000000000,17-07-2020,87.13,82.73,9.5,5.5,4.5,3.5,13.5,5.0,4.5,5.0,14.5,5.0,5.0,4.0,14.0,5.0,5.5,5.0,15.5,5.125,4.875,4.375,14.375,No
F,KW,KuwaIT,HighSchool,G-12,A,English,F,Mum,70,4,39,90,Yes,Good,Under-7,H,93dcfd44-3bd9-40bd-9c0a-6861fccfaf98,Admission,Vandana,Java,Social Media,Jan-2020,Diploma in CSE,Chitkara University,Ila,19-01-2020,19-02-2020,19-03-2020,19-04-2020,22-05-2020,21-06-2020,9,9,9,9,12,11,10 days 00:00:00.000000000,20-07-2020,94.27,66.75,8.6,4.0,4.5,3.5,12.0,5.0,5.5,5.5,16.0,5.0,4.0,5.5,14.5,4.5,5.0,5.5,15.0,4.625,4.75,5.0,14.375,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,74,62,49,43,Yes,Good,Above-7,M,94ef9d11-7e5c-41d5-9628-80f1d7bccfc2,Admission,Vaishali Thakur,Mean Stack,College,Jun-2020,M.Tech-ECE,Chandigarh College of Engineering and Technology,Ganesh,15-01-2020,17-02-2020,22-03-2020,14-04-2020,14-05-2020,12-06-2020,5,7,12,4,4,2,6 days 00:00:00.000000000,16-07-2020,89.37,79.03,8.4,5.0,5.5,5.0,15.5,4.0,4.0,4.5,12.5,4.0,5.0,5.0,14.0,4.5,5.5,5.0,15.0,4.375,5.0,4.875,14.25,No
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,35,2,29,33,No,Good,Above-7,L,9643b6f2-c0e6-464a-98c0-eae53430e654,Admission,Vaishali Thakur,Angular,Social Media,Jan-2020,B.Tech-ECE,Post Graduate Government College for Girls,Neelam,05-01-2020,08-02-2020,24-03-2020,21-04-2020,21-05-2020,12-06-2020,-5,-2,14,11,11,2,5 days 00:00:00.000000000,15-07-2020,93.61,68.15,8.6,4.5,5.0,4.0,13.5,4.0,4.0,5.0,13.0,5.0,4.0,4.0,13.0,4.5,5.5,5.0,15.0,4.5,4.625,4.5,13.625,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,79,84,82,37,No,Bad,Under-7,H,96809185-ed8a-4c5b-9fe5-5f9425ed708c,Admission,Bhawna Singh,PHP,Social Media,Jan-2020,MCA,"Chandigarh University, Gharuan",Indu,07-01-2020,11-02-2020,09-03-2020,25-04-2020,11-05-2020,21-06-2020,-3,1,-1,15,1,11,4 days 00:00:00.000000000,14-07-2020,82.53,75.42,5.4,4.5,5.5,4.0,14.0,4.5,5.0,5.0,14.5,5.5,4.0,5.5,15.0,5.0,5.0,4.5,14.5,4.875,4.875,4.75,14.5,No
F,Jordan,lebanon,lowerlevel,G-04,B,Science,S,Mum,72,84,89,89,Yes,Good,Under-7,H,972d2dbb-84e4-4a91-8c39-8d908a2a0bd8,Admission,Prasenjit,Digital,College,Mar-2020,B.Tech-CSE,National Institute of Technical Teachers Training & Research,Aniruddha,14-01-2020,08-02-2020,11-03-2020,22-04-2020,12-05-2020,09-06-2020,4,-2,1,12,2,-1,3 days 00:00:00.000000000,13-07-2020,72.78,88.95,9.1,4.5,4.0,4.0,12.5,5.0,5.5,5.0,15.5,4.0,4.5,5.0,13.5,4.5,5.0,5.5,15.0,4.5,4.75,4.875,14.125,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,1,7,6,10,No,Bad,Above-7,L,97af8997-0dd8-4f4b-a80f-02b2aa9bc767,Enquiry,,Angular,Phone,May-2020,M.Tech-CSE,Goswami Ganesh Dutta Sanatan Dharma College,Lallida,25-01-2020,11-02-2020,16-03-2020,19-04-2020,23-05-2020,18-06-2020,15,1,6,9,13,8,9 days 00:00:00.000000000,19-07-2020,87.55,69.41,8.5,5.5,4.5,4.0,14.0,4.5,4.5,5.5,14.5,4.5,4.5,5.0,14.0,5.5,5.5,5.0,16.0,5.0,4.75,4.875,14.625,No
F,lebanon,lebanon,lowerlevel,G-02,B,IT,F,Father,70,98,7,5,Yes,Good,Under-7,M,9827eb8e-7319-4d37-9ccf-1cc6bd0612d3,Admission,Bhawna Singh,Android,Web Enquiry,Feb-2020,Diploma in ECE,Goswami Ganesh Dutta Sanatan Dharma College,Madhava,14-01-2020,11-02-2020,18-03-2020,22-04-2020,18-05-2020,19-06-2020,4,1,8,12,8,9,7 days 00:00:00.000000000,17-07-2020,84.71,80.88,5.4,5.5,5.5,5.5,16.5,4.0,5.5,5.0,14.5,5.5,4.0,4.5,14.0,4.5,4.5,5.0,14.0,4.875,4.875,5.0,14.75,No
M,KW,KuwaIT,lowerlevel,G-05,A,English,F,Father,8,22,9,40,No,Bad,Above-7,L,9909dd38-7394-459b-8cc0-a1eb3ae36df0,Admission,Jaswinder,Android,Walk-in,May-2020,B.Tech-IT,Bhaddal group of Institutes,Madhu,16-01-2020,08-02-2020,15-03-2020,17-04-2020,13-05-2020,19-06-2020,6,-2,5,7,3,9,5 days 00:00:00.000000000,15-07-2020,77.08,85.14,7.6,4.5,3.5,3.5,11.5,4.0,4.0,4.0,12.0,4.5,4.5,4.5,13.5,5.0,5.0,5.5,15.5,4.5,4.25,4.375,13.125,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Mum,72,83,12,90,Yes,Good,Under-7,H,9a765413-1ff2-4070-b89b-d97b865c1495,Admission,Sandeep,Digital,Email,Jun-2020,Diploma in ECE,Indo Global Colleges,Chandra,19-01-2020,18-02-2020,10-03-2020,11-04-2020,11-05-2020,13-06-2020,9,8,0,1,1,3,4 days 00:00:00.000000000,14-07-2020,94.33,80.08,6.9,4.5,4.0,3.5,12.0,4.5,5.5,4.0,14.0,4.0,5.5,4.0,13.5,5.5,4.5,5.5,15.5,4.625,4.875,4.25,13.75,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,25,27,0,69,No,Bad,Above-7,L,9a7f666c-13da-4ebe-b412-276e80a10291,Enquiry,,Java,Social Media,Jan-2020,Diploma in ECE,Guru Gobind Singh College for Women,Chatrapatty,23-01-2020,12-02-2020,25-03-2020,12-04-2020,15-05-2020,11-06-2020,13,2,15,2,5,1,6 days 00:00:00.000000000,16-07-2020,72.84,69.26,6.5,5.5,5.5,5.5,16.5,4.5,5.0,4.0,13.5,4.5,4.5,4.5,13.5,5.5,5.0,4.5,15.0,5.0,5.0,4.625,14.625,No
M,KW,KuwaIT,lowerlevel,G-04,A,IT,F,Father,10,7,0,30,No,Bad,Above-7,L,9c5daa9d-3681-4f81-aa41-9a99297a490e,Admission,Sandeep,Python,Email,Mar-2020,BCA,SVIET,Kali,25-01-2020,19-02-2020,10-03-2020,28-04-2020,18-05-2020,12-06-2020,15,9,0,18,8,2,9 days 00:00:00.000000000,19-07-2020,71.87,80.78,7.0,4.5,5.0,5.5,15.0,5.0,4.0,4.0,13.0,4.0,4.5,4.5,13.0,5.0,4.5,5.5,15.0,4.625,4.5,4.875,14.0,No
